,text,label,label_num
680,kaget anies berani mojokin prabowo mungkin scary politics anies nothing compared crazy international politics istilah lo mau negara maju minimal lawan putin biden jinping,Politik,1
681,logika prabowo jk wanita perkosa salah wanita tsb lemah pak gaza keroyok masuk amerika ikut pasok senjata israel abai atur perang bom fosfor jadi anak2 wanita jurnalis rumah sakit kamp ungsi sbg target,Pertahanan dan Keamanan,3
682,debat cawapres gibran berani serang cak imin amp mahfud tim tkn prabowo bangga gilir debat capres ke2 dmn prabowo bantai anies amp ganjar tim tkn prabowo radang cemen klen,Politik,1
683,kayak iya prabowo gandeng konsultan tani asal israel garap proyek food estate,Sumber Daya Alam,0
684,paslon 03 ganjar pranowo prof mahfud md yakin ekonomi tumbuh capai kencang 7 tahun ganjarmahfudrebound ganjarpranowopilihanumat jnk,Ekonomi,5
685,jawab anies jegal anies stop proyek reklamasi jakarta tentang cukongcukong siagalawankecurangan siagalawankecurangan,Politik,1
686,gelombang pasang migrasi blm akhir tsunami silent majority sulit bendung gelegar tgl 14 februari 2024 lama juang hingga darah anggap sama sekali harkat martabat injak hina tak harga sama sekali rawan sgp sejak 2021 gigih dukung ganjar akhir migrasi prabowogibran atas bisik wejang ulama panutan sangat jasa harga kalian cuma teriak medsos cuma kumpul debu kelar pilpres segera buang sera persatuannasional,Politik,1
687,ketua konferensi wali gereja nilai anies baswedan selalu pegang komitmen,Politik,1
688,07 100 food estate mulai canang 3 tahun lalu tepat 6 juli 2020 bantu menteri pupr menteri tani garis besar food estate program ekstensifikasi tani buka lahan besar ubah jadi lahan tani 2 bulan canang food estate mulai kerja kalimantan tengah daerah gunung emas pt libat program dasar telusur tempo pt baru bentuk 5 bulan belum pt agrinas susun direksi dapat 3 gerindra banyak staff agrinas rangkap pegawai menteri tahan food estate food estate rencana buka 6 ribu hektar hutan hujan tropis tepat 4 bulan canang beberapa anggota tni libat babat hutan hutan buka 670 hektar hutan tentu banyak kayu hasil mana kayu2 sebut tiada tahu tiada erti awal food estate tanam singkong bekas hutan sebut tanah pasir singkong tak kunjung tumbuh kurun waktu 3 tahun tutup gagal sebut datang jagung polibag 34 hektare lahan sebut itu hasil muas sisi anggar food estate masuk kategori psn anggar habis 20212022 15 triliun 2023 anggar 24 triliun 2024 anggar 256 triliun jokowi sendiri kata anggar butuh 108 triliun ingat lapor ppatk 36 masuk kantong asn politis 38 triliun masuk kantong laksana orang lebih luar biasa apa hasil 3 tahun jalan bilang 0 besar panen jagung signifikan sini rasional jadi skor nilai kerja prabowo food estate hitung lahan babat 670 hektar banding jagung polybag panen jokowi 4 hektareatau dapat 069 07 100 walaupun katrol jagung polybag seperti pak anies baswedan baik hati beri score 11 100 tanam singkong tumbuh jagung 4 triliun hilang siapa nanggung beri proyek jadi panggung hasil nendang kapasitas nanggung eh malah maksa ikut milu padahal gampang singgung gimana pesanuntukabah aminajadulu,Sumber Daya Alam,0
689,abah anies angkat martabat tani terus terus terima bansos hasil cukup aminajadulu,Sosial Budaya,6
690,capres cawapres ganjar pranowo mahfud md mahfud md punya langkah cerdas kolaborasi guru tinggi program positif inovatif ganjarmahfudrebound ganjarpranowopilihanumat jnk,Politik,1
691,ayo dukung urut 3 ganjar mahfud optimis m3nang sikaaatt ganjarsikatkorupsi,Politik,1
692,aku paslon 2 atas angin bagai survey aku harga orng2 pilih beliau aku paslon 3 cukup kenal area jawa tengah aku harap gimana misal tokoh menang aku putus dukung pak anies,Politik,1
693,ganjar pranowo tegas komitmen jalan undangundang pesantren,Politik,1
694,rekam jejak jejak digital pak anies dialog sama pimpin dunia pakai teksjadi jelas pak anies bukan omon omon doang kata,Politik,1
695,calon presiden capres nomor urut 1 anies baswedan siap mampu hadap debat tiga debat tiga sangkut tema soal tahan aman hubung internasional geopolitik download metrotvxtend app store play store aniesbaswedan pemilu2024 debatcapres,Pertahanan dan Keamanan,3
696,semua partai dukung bapakbapak tuju apbn arti tuju program pak prabowo,Politik,1
697,capres ganjar pranowo bikin heboh bukan sekadar lanjut tambah sempurna program programganjarmahfudrebound ganjarpranowopilihanumat jnk,Politik,1
698,cawapres 02 baik dengerin papar pak anies soal mana lebih pihak,Politik,1
699,rekam jejak momen abah anies lepas umroh gratis 267 marbot mesjid 150 urus mesjid taklim pahitmaniesalwayswithanies aminindonesialebihbaik,Politik,1
700,investor siap pasang capres cawapres ganjar pranowo prof mahfud md md sedang rancang regulasi hukum lebih straightforward dukung tumbuh investasiganjarmahfudrebound ganjarpranowopilihanumat jnk,Ekonomi,5
701,momen capresku jenguk rawan ganjarmahfud korban aniaya oknum tni korban slamet andono cerita diri seret jalan raya bawa masuk markas batalyon 408 kemudian situ pukul 5 oknum tni miris ganjarmahfud2024,Pertahanan dan Keamanan,3
702,internet cepat gratis beri ganjarmahfud bukan dar bantu ajar semua orang harap tingkat dapat ekonomi kembang umkm sahabatganjar,Ekonomi,5
703,ini jaga baitul maqdis gaza lemah pak prabowo sorry ye sorry ye freepalestine julidfisabilillah,Sosial Budaya,6
704,desak anies guru honorer guru agama bebas bicara manfaat kritik akselerasi bidang budaya,Sosial Budaya,6
705,moment pak ganjar lamar aktivis perempuan jogja jadi tim sukses capres nomor urut 3 ganjar pranowo punya cara jitu dengar keluh aspirasi masyarakat khusus kalang muda sering nongkrong bareng anak muda daerah kini pak ganjar milik satu program sebut gelar tikar ganjar beda biasa pak ganjar nongkrong anak muda konsep gelar tikar ganjar buat lebih serius tematik beberapa isu gelar perdana gedung sidomukti jogjakarta minggu 2812024 malam acara gelar tikar ganjar hadir jumlah pakar amat ratus mahasiswa sempat jumlah pakar aktivis hadir panelis uji program kerja pak ganjar pimpin negeri ratus mahasiswa anak muda sampai semua keluh kesah kalis mardiasih misal aktivis perempuan asal blora semangat diskus pak ganjar kait isu perempuan anak sepakat pak ganjar isu didik kunci selesai miskin sepakat pak ganjar konsen didik bukti didik selesai soal miskin apresiasi program satu keluarga miskin satu sarjana bapak canang ucap kalis banyak sektor didik selesai khusus sangkut perempuan kata didik indonesia abai soal perempuan banyak sekolah milik akses khusus perempuan misal toilet bagai satu toilet sekolah indonesia pisah lakilaki perempuan hampir 300000 sekolah indonesia punya akses air bersih sanitasi higienis padahal perempuan hadap kodrat menstruasi ucap kalis data lanjut menstruasi jadi sumbang angka putus sekolah tinggi dua miskin karena sedia fasilitas baik sekolah kalis sorot banyak siswa perempuan keluar sekolah akibat hamil luar nikah padahal benar korban keras seksual hapus masa depan keluar banyak kasus keras seksual alami perempuan mana laku guru tenaga didik bapak baik didik macam perhati ucap dengar pak ganjar senyum tepuk tangan langsung lamar kalis jadi tim sukses juang sama suara isu perempuan mbak kalis luar biasa tegas cerdas pakai data lamar mbak kalis timses ucap pak ganjar sambut tepuk tangan riah serta pak ganjar benar isu perempuan anak jadi problem serius segera baik benar banyak kasus alami perempuan anak selesai baik apa cerita mbak kalis jadi banyak tempat lamar beliau apa beliau juang tara gender betulbetul wujud pungkas suasana gayeng saji acara gelar tikar ganjar ratus anak muda antusias ngobrol ganjar bahas jumlah isu mulai didik pinjam online lapang kerja gaji guru honorer jumlah isu penting lain ganjarmahfud2024 ganjarpresidenrakyat kratonbersamarakyat,Sosial Budaya,6
706,kontrak buka capres urut 03 ganjar pranowo bukan dokumen panggil aksi ipbjnk ganjarmahfudrebound ganjarpranowopilihanumat,Politik,1
707,prabowo prescon bangga tadi mas gibran tunjuk kapasitas tahu bidang ekonomi tadi debat lingkung hidup energi agraria pangan desa pak bukan ekonomi,Ekonomi,5
708,lebih keren capres ganjar pranowo mas bowo amin bijak inklusif beri adil semuaorq23cm jnk ganjarmahfudrebound ganjarpranowopilihanumat tabrakprof,Politik,1
709,kapitalisme neoliberal tak cocok indonesia kata prabowo kalimantan tengah menangseputaran,Ideologi,4
710,awokwok ordal fakta gerombol garong duit negara keparat hukum gagal bui anies kasus korupsi meski anies indikasi pake ordal kerja pimpin dki full prestasi baw,Politik,1
711,panas chico vs momen team 03 kulit strategi debat paslon 0bang choco kritik strategi play victim team 02 selalu bawa narasi prabowo serang bulyapakah lupa pernah beri harga terlebay prabowo,Politik,1
712,video bawah ambil tahun 2017 2019 2022 bukti rembug ganjar laku sejak lama rutin laku bukti ganjar selalu libat masyarakat cari solusi atas soal hadap rembuganjar hapus kredit macet libat masyarakat subjek bangun rembuganjar bijak ambil sesuai soal hadap rakyat kecil makan siang gratis program keluar elit rakyat kecil solusi mutih kredit macet hapus utang nelayan tani rupa hasil rembuganjar bijak timbul efek rakyat rembuganjar rakyat jadi subjek bukan objek bangun jalan bijak,Sosial Budaya,6
713,udah degdegan pak update inspirasi anies amin aniesmuhaimin2024 aminmenang1putaran coblosno1,Ideologi,4
714,tkn bakal lapor koran achtung sebut prabowo culik aktivis 1998,Politik,1
715,bukan cuma urus resmi doang abang ganjar pranowo sering banget ngerasain hidup kayak benerbener ikut rasa gimana susahnyaganjarmahfud taat hukum jnk ganjarmahfudrebound ganjarpranowopilihanumat,Politik,1
716,ini komitmen abah anies amp cak imin sampai acara paku integritas kpk tuju abah anies pimpin negeri pimpin kpk jadi wibawa lalu revisi uu kpk silah repost aminajadulu,Politik,1
717,partisipasi aktif pilpres datang bentuk arah masa depan bangsa pilih bijak pilih ganjar pranowo mahfud md sama jnk jnk ganjarmahfudrebound ganjarpranowopilihanumat,Politik,1
718,ganjar mahfud hebat coblos3 3gm dulujokowisekarangganjar partai salah input mahfud md okoh pimpin mampu bawa indonesia rebound 1varziimvp bersih kuatkankpk mahfud md,Politik,1
719,food estate ide lama prabowo sndri bilang waktu kadin mana eksekusi beranta tanah gambut,Sumber Daya Alam,0
720,pasang caprescawapres urut 3 ganjar pranowo amp mahfud md komitmen hadir 17 juta lapang kerja baru menang pilpres 2024 sahabatganjar ganjarpranowo generasigotongroyong ganjarpresiden ganjaruntuksemua ganjarmahfud2024 satset satsetlebihbaik,Politik,1
721,kira rakyat ikut sedia anggar subsidi pupuk milih prabowo bebas subsidi politik partisan kasar kaya gin faham peduli atur negara benar pak,Demografi,2
722,prabowo hasil implementasi bagai program strategis tingkat tahan nasional indonesia kekuatannkri02,Pertahanan dan Keamanan,3
723,wah cak duren benerbener gagal paham soal alusista tahan negara nazarpemilu aminajadulu malming abah anies cak imin mulutmanisanies amin,Politik,1
724,desa2 kebtuhan pangan bsalah ambil alamtp kebtuhan internet mnunjang khidupan warga desa bsa tara kota pstinya internet jauh lbih butuh drpd skedar makan siang gratis bknkah,Sumber Daya Alam,0
725,baiklahsaya dukung ganjar mahfud hemat 450 triliun tahun,Politik,1
726,program pasang capres cawapres ganjar pranowo mahfud md yakin desa main besar ekonomi nasional jnk ganjarpranowopilihanumat,Ekonomi,5
727,ganjar insyaf nyata serang suara makin anjlok sekarang coba lanjut lebih baik jadi terus pak jokowi halu ubanbukanpakde,Politik,1
728,tani paslon 03 capres ganjar pranowo dengar aspirasi kalian kuota pupuk tingkat dukung tani ganjarpranowopilihanumat ganjarmahfudrebound jnk,Ekonomi,5
729,kereeen pesan pak erick thohir banget buat pak prabowo subianto terus jaga toleransi agama satu semua mantap ettitiptoleransike02 titipkankerukunan utkindonesia,Politik,1
730,istri capres nomor urut 01 anies baswedan fery farhati bagi tips tumbuh minat baca anak laku orang tua,Sosial Budaya,6
731,rgs indonesia blusukan pasar gayungsari surabaya menang prabowogibran follow google berita beritaviral berita news bangsaonline,Politik,1
732,komitmen paslon 03 capres ganjar pranowo adil sosial lindung hakhak rakyat ganjar mahfud hebat l3bihbaik mahfudlebihbaik3 ganjarmahfud2024 nelayan sejahtera,Sosial Budaya,6
733,biginilah cara masyarakat sorong papua sambut pak anies salam hormat pace mace semua ada ujung timur indonesia,Sosial Budaya,6
734,masa kampanye milu tetap mulai ganjar mahfud hebat l3bihbaik 3gmganjarmahfud2024 km 50,Politik,1
735,point 1 kasus sara jakarta jadi ulah ahok mayoritas ummat islam pernah musuh ummat agama point 2 apa hak nilai agama radikal point 3 bagai tokoh agama beri apresiasi gubernur dki jakarta anies baswedan bukti diskriminasi point 4 ucap selamat natal haram hukum agama islam makanya ummat islam selalu ucap selamat raya hari natal point 5 apa maksud kelompok2 takut rusuh 1998 bukan sebab ormas islam simpul lihat tuntutan2 aju simpul orang intoleran terima beda,Ideologi,4
736,cuma prabowo gibran peduli maju desa ada program lanjut bangun infrastruktur desa bantu langsung tunai sedia rumah murah sanitas baik semangatbarisanrfg,Politik,1
737,ning atikoh ganjar cucu ulama kharismatik purbalingga kh hisyam abdul karim pilih sarap sama warga jombang akhir safari politik jatim senin 29012024 antusias warga tak bendung ganjarmahfud2024 ganjarpresidenrakyat kratonbersamarakyat,Politik,1
738,nyangka mas ganjar bikin lebih 2000 d3sa mandiri 3nergi bikin hati makin bangga sama jateng sejahtera lipat ganda indonesia makmur sentosa presidenrakyat ganjarmahfud2024 m3nangdebat4 coblos3,Politik,1
739,fadli zon anies pilih keluarga tni,Politik,1
740,milu 2024 jangan lupa pilih ganjar pranowo buat ken masjid lebih baik urus terlindungiganjarpranowopilihanumat ganjarmahfudrebound jnk,Pertahanan dan Keamanan,3
741,gue ngeri ngeri dikit liat anies program good true moga beneran yak trauma percaya tokoh politik,Politik,1
742,kasi bener gaza udah genosida israel bilang lemah sama prabowo,Sosial Budaya,6
743,pupuk subsidi langka tim prabowo gibran buat posko salur pupuk subsidi tani solar subsidi langka tim prabowo gibran buat posko salur solar subsidi nelayan beras mahal tim prabowo gibran ikan bansos beras terus negara ngapain,Ekonomi,5
744,tani rembang senang ganjar datang ikan harap soal pasti sedia pupuk bibit obatobatan hingga stabil harga ganjar jamin anakanak sekolah program satu keluarga miskin satu sarjana smk gratis lulus langsung kerja khusus warga miskin 1keluargamiskin1sarjana ganjarmahfud2024,Politik,1
745,ganjarmahfud paham butuh generasi muda garda samud3ra cermin perhati masa depan indonesia ganjarmahfud2024 dulujokowisekarangganjar coblos3,Politik,1
746,keluarga besar nu deklarasi dukung aniescak imin,Politik,1
747,survei utting research australia suara anies naik signifikan usai debat pertama milu,Sosial Budaya,6
748,desak anies sumatera barat pindah tempat know kan,Politik,1
749,ktnya si paling cerdas anut 01 bilang didiskuslifikasi segala macamyang maksa buat bukain dokumen negara lahada uu aman dokumen negarakenapa sek,Sosial Budaya,6
750,breaking prabowo kirim kapal rs palestina terus kerah apa dukung palestina,Politik,1
751,pak anies tiba massa terkendalimomen pak anies silahturahmi tokoh masyarakat ambon sambut puluh ribu masyarakat ambon malu senin 15 januari 2024,Sosial Budaya,6
752,survei media ekonomi bisnis muka asal bloomberg ungkap ekonom tolak politik dinasti anies baswedan unggul pilpres 2024 bisnisupdate update bisnis text,Politik,1
753,usai acara resolusi indonesia pak anies baswedan sapa temanteman riak presiden anak muda butuh ubah aminajadulu aniesmuhaimin2024,Politik,1
754,tinggi biaya logistik bagai titik indonesia jadi salah satu tantang usaha luas jangkau usaha bahas sebut jawab calon presiden nomor urut 1 anies baswedan bagaimana anies milik rangkai strategi tekan biaya logistik bagai cara simak video lengkap nanti live eksklusif dialog capres sama kadin sesi iii prabowo subianto jumat 12 januari 2024 pkl 09301130 wib live tvone live streaming youtube tvonenews hardnews politik flashone cariberitaditvone aniesbaswedan pilpres2024 capres2024 politik kamikabarkanandaputuskan maumemilih tvonetvpemilu,Politik,1
755,budiman aktivis 98 pihak prabowo manipulasi sejarah kata culi adlh tugas negara racun gen z bhwa perintah laku culi adlh bentuk tanggung jawab negara jaga stabilitas kata cuci otak ala tim opa ulik,Politik,1
756,kapitalisme neoliberal tak cocok indonesia kata prabowo kalimantan tengah menangseputaran,Ideologi,4
757,calon presiden ri ganjar pranowo yakin mahfud md baris regulasi hukum investor bakal makin jelas ganjarmahfudrebound ganjarpranowopilihanumat jnk,Politik,1
758,ganjarmahfud siap buat laut indonesia jaya pertama laku mudah pasok bahan bakar subsidi hapus kredit macet sebut laku nelayan sejahtera sahabatganjar,Politik,1
759,pimpin mas ganjar pranowo pak mahfud md lihat arena politik rumah tangga ganjar mahfud hebat l3bihbaik mahfudlebihbaik3 ganjarmahfud2024 internet gratis,Pertahanan dan Keamanan,3
760,dukung anies debat orang twitter udah sebut fasis layak sebut apa bayangin apa jadi beneran kuasa takut sungguh,Politik,1
761,ganjar pranowo nilai ott laku kpk penting laku berantas korupsi,Politik,1
762,capres 03 ganjar pranowo bukan ikon teladan perjuanganteladanperjuangan jnk ganjarmahfudrebound ganjarpranowopilihanumat,Politik,1
763,debatcapres malam prabowo benar2 hancur hajar anies bertubi2 jedah prabowo jawab marahmarah ganjar pranowo tenang ganjarmahfud2024 ganjarmahfudm3nangdebat,Politik,1
764,prabowo negara ke4 besar dunia tegas indonesia pimpin sosok bijaksana jujur amanda zahra khofifah,Politik,1
765,ketua rawan jatim agam bobby tanaya gunawan nilai tampil ganjar pranowo layak nobat man match tak mampu kendali emosi ganjar hasil saji data solusi konkret masalah bangsa ganjar m3nangkan debat,Politik,1
766,ganjar pranowo kayak aroma kopi pagi hari pilih bakal bangun semangat energi baru hari ganjararomasemangat jnk ganjarmahfudrebound ganjarpranowopilihanumat,Ideologi,4
767,calon presiden ri ganjar pranowo yakin sama mahfud md regulasi hukum investor indonesia lebih transparan mudah dimengertiganjarmahfudrebound ganjarpranowopilihanumat jnk,Politik,1
768,endas etis tuduh anies tak etis padahal gibran cawapres prabowo langgar etika serius mk tuduh anies paham ekonomi padahal s1 anies fe ugm tuduh anies ambisi kuasa padahal anies baru 1x ikut pilpres prabowo 4x ikut sbg cawaprescapres,Politik,1
769,jogetjoget seru hadir programprogram bangun pemudaseperti program calon presiden ri pak ganjar pranowo ganjarmahfudrebound ganjarpranowopilihanumat jnk,Politik,1
770,februari depan bakal seru sabar buat pesta rakyat pesta demokrasi pesta demokrasi pilih capres ganjar pranowo ganjarmahfudrebound ganjarpranowopilihanumat jnk,Politik,1
771,seru warga sumatra barat sambut datang pak anies hari rabu 3 januari 2024,Demografi,2
772,csis prabowo totally lost fokus pukul balik anies newsupdate update news text,Politik,1
773,anies tak baper riak nama prabowo kampanye sorong ini demokrasi,Politik,1
774,diskusi soal nelayan duet ganjar pranowo prof mahfud kayak maestro benerbener paham betul selukbeluknyaganjarmahfud taat hukum jnk ganjarmahfudrebound ganjarpranowopilihanumat,Politik,1
775,prof amien rais turut hadir tonton langsung acara desak anies desakanies,Politik,1
776,ganjar pranowo dengerin hati rakyat bawa adil semua ganjarkeadilan jnk ganjarmahfudrebound ganjarpranowopilihanumat,Politik,1
777,sama ganjar pranowo srimulat cipta atmosfer positif dunia politik ganjar mahfud hebat l3bihbaik mahfudlebihbaik3 ganjarmahfud2024 ktp sakti,Politik,1
778,konstelasi politik 2024 ubah koalisi kalah putar pertama putus gabung koalisi salah satu pasang calon lolos kabar dekat kubu pasang calon nomor urut 3 ganjar pranowo calon presiden nomor urut 1 anies baswedan cuat anies salam bincang ketua dpp pdi juang puan maharani usai debat beberapa waktu lalu ramai dekat kubu ganjar anies tanggap calon presiden nomor urut 3 ganjar pranowo aku pihak memang jalin komunikasi kubu pasang calon dadak muncul wacana koalisi aniesganjar buat presiden partai adil sejahtera pks ahmad syaikhu tanggap pihak buka semua kalang simak video lengkap hardnews hukum flashone cariberitaditvone ganjarpranowo mahfudmd aniesbaswedan muhaiminiskandar politik tvonetvpemilu kamikabarkanandaputuskan maumemilih capres cawapres pemilu2024 pilpres2024,Politik,1
779,jawab tohok abah soal orang kaya lebih dukung paslon belah simak yuk desak anies purwokerto,Politik,1
780,sama pasang capres cawapres ganjar pranowo prof mahfud md md regulasi hukum investor indonesia bakal lebih struktur mudah dipahamiganjarmahfudrebound ganjarpranowopilihanumat jnk,Politik,1
781,bosan kan lihat orang perintah bosan jangan pilih nomor nomer 5 tahun depan apa solusi tanggal 14 februari 2024 coblos no1 anies muhaimin aminajadulu,Politik,1
782,waduh kepala daerah intimidasi tak dukung prabowogibran copot,Politik,1
783,ganjar pranowo mahfud md idola ganjar mahfud hebat l3bihbaik mahfudlebihbaik3 ganjarmahfud2024 nelayan sejahtera,Sumber Daya Alam,0
784,alam punya suami guru swasta dki baru era pak anies gubernur guru swasta paud honorerdapat dana hibah turun 3 4 bulan sekali besar 4 juta alhamdulillah turun sll lancar salah satu bijak mensejahterahkan guru,Politik,1
785,lalu desak anies kelvin beri gambar real berapa timpang didik jawa kalimantan sederhana dapat akses latih kompetisi,Sosial Budaya,6
786,prabowo ungkap hitung sapi impor sedia 82 juta susu anak indonesia,Ekonomi,5
787,katro loemau menang sprotiv jangan kampanye balik institusi,Ideologi,4
788,program duet capres cawapres ganjar pranowo mahfud md janji pantai pusat ekonomi bagus jnk ganjarpranowopilihanumat temanalamganjar ganjarmahfudrebound,Ekonomi,5
789,abah anies angkat martabat tani terus terus terima bansos hasil cukup aminajadulu,Sosial Budaya,6
790,tani paslon 03 capres ganjar pranowo dengar aspirasi kalian kuota pupuk tingkat dukung tani ganjarpranowopilihanumat ganjarmahfudrebound jnk,Ekonomi,5
791,ganjarmahfud milik strategi jitu bebas nelayan jerat hutang spirit kembang ekonomi biru utama angkat harkat hidup nelayan tsb ungkap juru bicara tpn amp chiko hakim rembuganjar gasssganjarmahfud,Ekonomi,5
792,panik prabowo terima orang papua,Politik,1
793,hadir nama cawapres turut pengaruh elektabilitas kandidat capres muhaimin iskandar tingkat elektabilitas anies baswedan banyak 24 persen indonesia political opinion ipo,Politik,1
794,seru banget kan barengbareng pakai ganjarmahfudrebound dukung pak ganjar pranowo prof mahfud md cara simpel makna jnk ganjarpranowopilihanumat jnkganjarri1,Politik,1
795,sendiri aku tanah negara tanah rakyat tanah bangsa kuasa sendiri banding asai asing lebih baik prabowo kuasa banding tentaratentara paruh lebih punya rumah dinas banding tani sekarang milik lahan garap akhir jadi buruh tani banding tanah hak adat rakyat habis dibagibagi konsesi konglomerat kayak diri apa bagus bangsa pimpin orang model sila nilai sendiri,Sosial Budaya,6
796,turun puncak debt gdp tengah pandemi posisi desember 2021 besar 407 ada 40 tutur indonesiasentris indonesiahijau 02melanjutkan anakmudaindonesiaemas prabowo subianto,Ekonomi,5
797,sedikit soal rekam jejak anies baswedan jakarta huni dp rp0 lawan politik selalu kecil program dp0 gagas mas anies padahal era program rumah mukim laksana komprehensif jawab ragam butuh huni rangkai payung program integrasi nama jakhabitat mulai bangun rusunawa punya preferensi sewa revitalisasi kampung tinggal kampung kota bangun dp rp0 lama tak sanggup milik rumah hingga sedia huni jangkau dekat mrt millenialsgen z baru mulai karir kepingin gaya hidup lanjut sedia rusunawa mas anies cetak rekor bangun rusunawa banyak panjang sejarah pemprov dki bahkan lebih banyak periode belum anggap gubernur pro rusunawa cuma 2 tahun sewa panjang apa kagak serah kepala unit kelola dp rp0 anggap gagal klaim nyinyiers kaum dendam sakit hati kalah pilgub jumlah sedikit padahal meski apbd dki gerus pandemi dp rp0 mensupply kurang lebih 30 seluruh unit apartemen jakarta bahkan dp rp0 lebih laku apartemen komersil tingkat isi capai 95 banding 75 apartemen komersil dp0 kabul mimpi warga lama jadi sewa huni kemudia naik kelas milik keluar bulan relatif sama masuk warga difabel dp rp0 serang kini upaya hapus sungguh lawan politik bukan serang mas anies sedang halang hapus harap tutup sempat warga gapai mimpi milik rumah maklum,Sosial Budaya,6
798,program dipake kampanye partai gerindra amp prabowogibran cc tri tahan ngurus air bersih food estate gagal nanam singkong tumbuh bohong,Ideologi,4
799,prabowo takut suara sore aurel cewe zenius udah sampe depok ahok dishub bekas deres sekjen pbb kuli jepang kuala lumpur,Politik,1
800,bukti korelasi media sosial hidup nyata komunikasi calon presiden ri anies baswedan netizen via live tiktok gaung asa sampe timur indonesia malu netizen deklarasi diri anak abah anies aniesdeservesbetter aniespresiden2024,Politik,1
801,calon presiden nomor urut 02 prabowo subianto ajak urus kamar dagang industri indonesia kadin diskus bahas tani lama lima jam diam hambalang bogor jawa barat indonesiasentris indonesiahijau 02melanjutkan anakmudaindonesiaemas,Politik,1
802,dukung pasang amin terusengalir tambah hari alumni itb juang ubah deklarasi dukung pasang amin aniesmuhaimin pilpres 2024,Politik,1
803,lebih turut dorong visi misi dua sejahtera rakyat menatamasadepan bersamaprabowogibran prabowogemoy prabowogibran,Politik,1
804,yesini analisa cerdas jokowi sungguh bukan dukung prabowo pansos pak ps anak faktor sehat lihat jokowi politik point besar lebih untung sang anakk,Politik,1
805,astaga lihat baliho belanja gadget ubah baliho pak anies tuhan paling cara bikin hidup kisah inspiratif,Sosial Budaya,6
806,closing statement epik pak anies baswedan sampai pesan dunia indonesia absent respected forever anies rocks debat capres debatcapres anies2ndstage hwaitingabahanies,Politik,1
807,anies bansos beri ikut butuh rakyat bukan ikut kalender politik ambil bansos pilih ubah tuju retweet,Politik,1
808,ganjar ngehajar prabowo pake data semua index turun,Politik,1
809,kunjung bangun museum reog ganjar bangun tahan budaya ganjarmahfud2024 ganjarmahfudm3nang l3bihbaik ponorogo ribu warga ponorogo jawa timur sambut riah datang calon presiden capres ganjar pranowo tinjau bangun museum reog gunung gamping jumat 1912024 tampil bas reog jalan sambut datang capres nomor urut 03 bas reog ukur besar bar beri hormat ganjar iring musik gamelan khas ponorogo rancak tambah suasana jadi makin riah capres rambut putih kemudian lihat langsung proses bangun museum rencana selesai 2024 ganjar pembanguan museum reog sebut rupa langkah tepat lestari kembang potensi seni budaya daerah depan ganjar negara bangun tahan budaya bicara seni budaya tahan nasional masuk tahan budaya gempur budaya tuan rumah atas potensi milik ujar ganjar museum reog lanjut ganjar nanti manfaat kenal kembang seni reog lebih jadi tempat wisata mudahmudahan ponorogo orang lihat ajar tahu teliti reog datang sini macam reog center reog jadi salah satu contoh tunjuk seni dunia papar mantan gubernur jawa tengah periode tambah indonesia milik banyak potensi seni budaya jaga keliling banyak tempat indonesia reog sendiri karya seni detail bagus mesti minimum standar orang mau main reog kualitas tinggi datang sini tandas,Sosial Budaya,6
810,ganjar pranowo amp mahfud md umum misi luncur program ambisius buka 17 juta lapang kerja ganjar pimpin jateng lama 10 thn bawa alam harga terap program jenis utama lalu inisiatif smk gratis sahabatganjar,Ekonomi,5
811,wakil ketua dewan pakar tkn sudjatmiko cerita langkah besar prabowo gibran bidang tani desa dekade08,Sumber Daya Alam,0
812,bagus akhir berani terima tantang dasar hasil temu komnas ham nama2 kamu sebut aman abri non kopassus aman kopassus bawah prabowo lepas semua apa hubung aksi kamis prabowo,Politik,1
813,itb suruh mahasiswa pinjol buat bayar kuliah anies baswedan negara salah jadi,Politik,1
814,roasting yuk baca kandidat ormek anies amp mahfud retorika politikny paling wjr besar hmi didik gontokdebat politik sejak antar komisariat hmi sengit soal kl muhaimin buku ampe dijadiin baca wajib pmii buruk debat 1,Politik,1
815,abah anies angkat martabat tani terus terus terima bansos hasil cukup aminajadulu,Sosial Budaya,6
816,gank ganjar pranowo baru ngirim sinyal kece putus ngewipe utang semua nelayan tani bruh hutang ciao hapus kredit macet rembuganjar ganjarpranowo ganjarmahfud2024 ganjarmahfudm3nang,Ekonomi,5
817,ganjar pranowo dapat dukung grup band legendaris slank dukung anggap sumber energi semangat tambah tim menang ganjar mahfud slank beri dampak positif kuat semangat ganjar pranowo dukung pdiperjuangan hutpdiperjuanganke51 kebenaranpastimenang satyamevajayate ganjarmahfud2024 menangkanganjar nomor3pilihanku,Politik,1
818,videotron abah anies bekas batal paksa kontrak bingannya rezim kroni2nya halang halang pilpres sgl cara,Politik,1
819,kali antar presiden jokowi tuju istana moga kali group band legendaris indonesia antar ganjar mahfud menang aamiin slank m3nangkan ganjar,Politik,1
820,prabowo saking jelek bikin quite giovanni gentiles concept revival idealismfor tonight least,Ideologi,4
821,prabowo naik gaji jabat negara cegah korupsi tempovideo,Politik,1
